relacion_id,documento_id,nombre_archivo,celula,nivel_relacion,servicio_termino_fuente,servicio_normalizado_propuesto,capacidad_termino_fuente,capacidad_normalizada_propuesta,aplicacion_termino_fuente,aplicacion_normalizada_propuesta,tema_editorial_derivado,pagina_fuente,seccion_fuente,evidencia,estado_revision,observaciones,origen_relacion_2A1B,resultado_auditoria_2A1B,estado_uso_2A1B,normalizacion_2A1B_estado,servicio_normalizado_validado_2A1B,capacidad_normalizada_validada_2A1B,aplicacion_normalizada_validada_2A1B,evidencia_verificada_2A1B,correccion_propuesta_2A1B,motivo_auditoria_2A1B,requiere_decision_usuario_2A1B,celula_validada_2A1B,estado_celula_2A1B,usar_como_evidencia_automatica_2A1B,grupo_documental_2A1B,fuente_independiente_2A1B,celula_2A2,estado_celula_2A2,criterio_asignacion_2A2,justificacion_celula_2A2,cambio_celula_vs_2A1B,requiere_revision_manual_celula_2A2,fecha_cierre_2A2
R0251,DOC-11,OR Ficha 06 Acústica.pdf,REQUIERE REVISIÓN,PRINCIPAL,Acústica ambiental,Acústica ambiental,Monitoreo de verificación de cumplimiento normativo D.S. 38-11 MMA; Montaje de estaciones de monitoreo continuo de ruido; Asesoría en procesos sancionatorios de la SMA,Monitoreo acústico y cumplimiento ambiental,actividades reguladas,Proyectos sujetos a regulación acústica,DERIVADO: monitoreo y cumplimiento,2,Acústica ambiental,"Viñetas literales p.2 sobre D.S. 38-11 MMA, monitoreo continuo y procesos sancionatorios SMA.",REQUIERE REVISIÓN,Validar vigencia normativa antes de reutilización pública.,MAPA_2A1_ORIGINAL,CORRECTO_CON_MATIZ,APTO_CON_MATIZ,ACEPTADA_CON_MATIZ,Acústica ambiental,Monitoreo acústico y cumplimiento ambiental,Proyectos sujetos a regulación acústica,"La fuente declara monitoreo de cumplimiento D.S. 38-11 MMA, estaciones de monitoreo continuo y asesoría en procesos sancionatorios SMA.",Mantener la relación como evidencia del brochure y marcar la vigencia normativa para verificación externa antes de reutilización pública.,"La auditoría confirma lo que dice la fuente, no la vigencia actual de la normativa.",SI,,PENDIENTE_2A2,NO,,SI,,SIN_CELULA_PRIORIZADA,FUERA_ALCANCE_O_SIN_APLICACION_SECTORIAL,"Relación válida, pero sin aplicación explícita suficiente a una de las cinco células priorizadas o correspondiente a un ámbito transversal/no priorizado.",FUERA_DE_CELULAS_PRIORIZADAS,NO,2026-08-17
R0252,DOC-11,OR Ficha 06 Acústica.pdf,REQUIERE REVISIÓN,PRINCIPAL,Acústica en la edificación,Acústica en la edificación,Estudios de calidad acústica de proyectos de arquitectura e instalaciones; Mediciones en terreno de aislamiento acústico,Evaluación acústica de edificaciones,proyectos de arquitectura e instalaciones; entrega de proyectos Constructora a Inmobiliaria,Edificación,DERIVADO: desempeño acústico de edificios,2,Acústica en la edificación,Viñetas literales p.2 sobre estudios de calidad acústica y mediciones de aislamiento aéreo e impacto.,REQUIERE REVISIÓN,Puede ser relevante para varias células de edificación; no se fuerza una.,MAPA_2A1_ORIGINAL,CORRECTO_Y_VERIFICABLE,APTO_FACTUAL,ACEPTADA,Acústica en la edificación,Evaluación acústica de edificaciones,Edificación,La sección 'Acústica en la edificación' declara estudios de calidad acústica de arquitectura e instalaciones y mediciones de aislamiento en etapa de entrega.,Mantener la relación.,"Servicio, capacidades y contexto de edificación están explícitos.",NO,,PENDIENTE_2A2,SI,,SI,,SIN_CELULA_PRIORIZADA,FUERA_ALCANCE_O_SIN_APLICACION_SECTORIAL,"Relación válida, pero sin aplicación explícita suficiente a una de las cinco células priorizadas o correspondiente a un ámbito transversal/no priorizado.",FUERA_DE_CELULAS_PRIORIZADAS,NO,2026-08-17
R0253,DOC-11,OR Ficha 06 Acústica.pdf,REQUIERE REVISIÓN,PRINCIPAL,Acústica en la edificación,Acústica en la edificación,"Desarrollo de soluciones de control de ruido, vibraciones y acondicionamiento interior de recintos; Modelamiento acústico 3D de recintos",Control de ruido/vibraciones y modelamiento acústico 3D,recintos,Edificaciones y recintos,DERIVADO: diseño acústico,2,Acústica en la edificación,"Viñetas literales p.2 sobre control de ruido/vibraciones, acondicionamiento y modelamiento acústico 3D.",REQUIERE REVISIÓN,Servicio transversal.,MAPA_2A1_ORIGINAL,CORRECTO_Y_VERIFICABLE,APTO_FACTUAL,ACEPTADA,Acústica en la edificación,Control de ruido/vibraciones y modelamiento acústico 3D,Edificaciones y recintos,"La fuente declara control de ruido, vibraciones, acondicionamiento interior y modelamiento acústico 3D de recintos.",Mantener la relación.,Las capacidades están explícitas en la sección de edificación.,NO,,PENDIENTE_2A2,SI,,SI,,SIN_CELULA_PRIORIZADA,FUERA_ALCANCE_O_SIN_APLICACION_SECTORIAL,"Relación válida, pero sin aplicación explícita suficiente a una de las cinco células priorizadas o correspondiente a un ámbito transversal/no priorizado.",FUERA_DE_CELULAS_PRIORIZADAS,NO,2026-08-17
R0254,DOC-11,OR Ficha 06 Acústica.pdf,REQUIERE REVISIÓN,PRINCIPAL,Acústica Ocupacional,Acústica ocupacional,Estudio de soluciones para cumplimiento de protocolo PREXOR; Diseño de soluciones de control de ruido,Soluciones de ruido ocupacional / PREXOR,recintos de trabajo,Lugares de trabajo,DERIVADO: salud ocupacional,2,Acústica Ocupacional,Viñetas literales p.2 sobre cumplimiento de protocolo PREXOR y control de ruido.,REQUIERE REVISIÓN,Validar vigencia normativa antes de publicación futura.,MAPA_2A1_ORIGINAL,CORRECTO_CON_MATIZ,APTO_CON_MATIZ,ACEPTADA_CON_MATIZ,Acústica ocupacional,Soluciones de ruido ocupacional / PREXOR,Lugares de trabajo,La sección Acústica Ocupacional declara soluciones para cumplimiento PREXOR en recintos de trabajo.,Mantener la relación como evidencia del brochure; verificar vigencia/requisitos del protocolo antes de reutilización normativa.,"El documento respalda la capacidad, pero no se está verificando externamente la vigencia normativa.",SI,,PENDIENTE_2A2,NO,,SI,,SIN_CELULA_PRIORIZADA,FUERA_ALCANCE_O_SIN_APLICACION_SECTORIAL,"Relación válida, pero sin aplicación explícita suficiente a una de las cinco células priorizadas o correspondiente a un ámbito transversal/no priorizado.",FUERA_DE_CELULAS_PRIORIZADAS,NO,2026-08-17
R0255,DOC-11,OR Ficha 06 Acústica.pdf,REQUIERE REVISIÓN,PRINCIPAL,Ensayos Acústicos,Ensayos acústicos,Determinación y verificación del cumplimiento normativo del aislamiento acústico...; caracterización acústica de recintos; caracterización de fuentes de ruidos,Ensayos y caracterización acústica,"soluciones constructivas, instalaciones, recintos y fuentes de ruido",Edificaciones/instalaciones,DERIVADO: verificación acústica,2,Ensayos Acústicos,"Viñetas literales p.2: aislamiento a ruido aéreo e impacto, ruido de instalaciones, absorción sonora, reverberación/inteligibilidad y caracterización de fuentes.",REQUIERE REVISIÓN,Servicio transversal.,MAPA_2A1_ORIGINAL,CORRECTO_Y_VERIFICABLE,APTO_FACTUAL,ACEPTADA,Ensayos acústicos,Ensayos y caracterización acústica,Edificaciones/instalaciones,"La sección Ensayos Acústicos declara verificación de aislamiento, ruido de instalaciones, absorción sonora, caracterización de recintos y fuentes.",Mantener la relación.,La capacidad y los objetos evaluados están explícitos.,NO,,PENDIENTE_2A2,SI,,SI,,SIN_CELULA_PRIORIZADA,FUERA_ALCANCE_O_SIN_APLICACION_SECTORIAL,"Relación válida, pero sin aplicación explícita suficiente a una de las cinco células priorizadas o correspondiente a un ámbito transversal/no priorizado.",FUERA_DE_CELULAS_PRIORIZADAS,NO,2026-08-17
R0256,DOC-25,Original ficha técnica Ingeniería en Confiabilidad de materiales metálicos y polímeros.pdf,REQUIERE REVISIÓN,PRINCIPAL,Ingeniería en confiabilidad de materiales metálicos y poliméricos,Ingeniería en confiabilidad de materiales metálicos y poliméricos,"Evaluamos la condición de elementos mecánicos y estructuras de acero, considerando corrosión, soldaduras y espesores",Evaluación de condición de elementos mecánicos y estructuras de acero,elementos mecánicos y estructuras de acero,Estructuras metálicas y elementos mecánicos,DERIVADO: diagnóstico de condición,2,Estructuras metálicas y elementos mecánicos,"Cita literal p.2 sobre evaluación de condición considerando corrosión, soldaduras y espesores.",REQUIERE REVISIÓN,Servicio transversal; no se fuerza una célula.,MAPA_2A1_ORIGINAL,CORRECTO_Y_VERIFICABLE,APTO_FACTUAL,ACEPTADA,Ingeniería en confiabilidad de materiales metálicos y poliméricos,Evaluación de condición de elementos mecánicos y estructuras de acero,Estructuras metálicas y elementos mecánicos,"La fuente declara evaluación de condición de elementos mecánicos y estructuras de acero considerando corrosión, soldaduras y espesores.",Mantener la relación.,"Servicio, capacidad y objetos están explícitos.",NO,,PENDIENTE_2A2,SI,,SI,,SIN_CELULA_PRIORIZADA,FUERA_ALCANCE_O_SIN_APLICACION_SECTORIAL,"Relación válida, pero sin aplicación explícita suficiente a una de las cinco células priorizadas o correspondiente a un ámbito transversal/no priorizado.",FUERA_DE_CELULAS_PRIORIZADAS,NO,2026-08-17
R0257,DOC-25,Original ficha técnica Ingeniería en Confiabilidad de materiales metálicos y polímeros.pdf,REQUIERE REVISIÓN,PRINCIPAL,Ingeniería en confiabilidad de materiales metálicos y poliméricos,Ingeniería en confiabilidad de materiales metálicos y poliméricos,"Analizamos la confiabilidad en fabricación, instalación y operación mediante inspecciones, ensayos mecánicos, ensayos no destructivos, análisis metalográficos y normativos",Evaluación de confiabilidad mediante inspecciones y ensayos,"fabricación, instalación y operación",Ciclo de vida de componentes/estructuras,DERIVADO: confiabilidad de activos,2,Estructuras metálicas y elementos mecánicos,"Cita literal p.2 sobre fabricación, instalación y operación mediante inspecciones, ensayos mecánicos, END y análisis metalográficos/normativos.",REQUIERE REVISIÓN,Servicio transversal.,MAPA_2A1_ORIGINAL,CORRECTO_Y_VERIFICABLE,APTO_FACTUAL,ACEPTADA,Ingeniería en confiabilidad de materiales metálicos y poliméricos,Evaluación de confiabilidad mediante inspecciones y ensayos,Ciclo de vida de componentes/estructuras,"La fuente declara análisis de confiabilidad en fabricación, instalación y operación mediante inspecciones, ensayos mecánicos, ensayos no destructivos y análisis metalográficos y normativos.",Mantener la relación.,"El alcance a lo largo de fabricación, instalación y operación está explícito.",NO,,PENDIENTE_2A2,SI,,SI,,SIN_CELULA_PRIORIZADA,FUERA_ALCANCE_O_SIN_APLICACION_SECTORIAL,"Relación válida, pero sin aplicación explícita suficiente a una de las cinco células priorizadas o correspondiente a un ámbito transversal/no priorizado.",FUERA_DE_CELULAS_PRIORIZADAS,NO,2026-08-17
R0258,DOC-25,Original ficha técnica Ingeniería en Confiabilidad de materiales metálicos y polímeros.pdf,REQUIERE REVISIÓN,PRINCIPAL,Ingeniería en confiabilidad de materiales metálicos y poliméricos,Ingeniería en confiabilidad de materiales metálicos y poliméricos,Identificamos y caracterizamos materiales metálicos y poliméricos de elementos mecánicos,Identificación y caracterización de materiales metálicos y poliméricos,elementos mecánicos,Componentes mecánicos,DERIVADO: caracterización de materiales,2,Estructuras metálicas y elementos mecánicos,Cita literal p.2: 'Identificamos y caracterizamos materiales metálicos y poliméricos de elementos mecánicos'.,REQUIERE REVISIÓN,Única fuente recuperada del corpus que desarrolla explícitamente materiales poliméricos en este contexto.,MAPA_2A1_ORIGINAL,CORRECTO_Y_VERIFICABLE,APTO_FACTUAL,ACEPTADA,Ingeniería en confiabilidad de materiales metálicos y poliméricos,Identificación y caracterización de materiales metálicos y poliméricos,Componentes mecánicos,La fuente declara identificación y caracterización de materiales metálicos y poliméricos de elementos mecánicos.,Mantener la relación.,La capacidad y el objeto están explícitos.,NO,,PENDIENTE_2A2,SI,,SI,,SIN_CELULA_PRIORIZADA,FUERA_ALCANCE_O_SIN_APLICACION_SECTORIAL,"Relación válida, pero sin aplicación explícita suficiente a una de las cinco células priorizadas o correspondiente a un ámbito transversal/no priorizado.",FUERA_DE_CELULAS_PRIORIZADAS,NO,2026-08-17
R0259,DOC-25,Original ficha técnica Ingeniería en Confiabilidad de materiales metálicos y polímeros.pdf,REQUIERE REVISIÓN,COMPLEMENTARIA,Calidad y competencia técnica,Competencia técnica en materiales,Especialistas en materiales y estructuras en todas sus etapas; Aplicación de metodologías reconocidas en Chile y el mundo,Especialización y metodologías reconocidas,materiales y estructuras,Materiales/estructuras,DERIVADO: competencia técnica,1,Calidad y competencia técnica,Viñetas literales p.1 sobre especialistas y metodologías reconocidas.,REQUIERE REVISIÓN,"Información de respaldo, no un servicio independiente.",MAPA_2A1_ORIGINAL,CORRECCION_NECESARIA,NO_USAR_NORMALIZACION_ACTUAL,REEMPLAZAR_SEGUN_AUDITORIA,,,,"La fuente presenta 'Calidad y competencia técnica' con especialistas en materiales/estructuras, metodologías reconocidas y estudios reconocidos por rigor y excelencia.",Mover estos elementos a atributos/diferenciadores del servicio de ingeniería en confiabilidad; no usar 'Calidad y competencia técnica' como servicio.,"Son afirmaciones de respaldo y posicionamiento, no una prestación independiente.",SI,,PENDIENTE_2A2,NO,,SI,,SIN_CELULA_PRIORIZADA,FUERA_ALCANCE_O_SIN_APLICACION_SECTORIAL,"Relación válida, pero sin aplicación explícita suficiente a una de las cinco células priorizadas o correspondiente a un ámbito transversal/no priorizado.",FUERA_DE_CELULAS_PRIORIZADAS,NO,2026-08-17
R0260,DOC-25,Original ficha técnica Ingeniería en Confiabilidad de materiales metálicos y polímeros.pdf,INFRA OPERACIÓN MINERA,COMPLEMENTARIA,Prestigio y confiabilidad,Ingeniería en confiabilidad de materiales metálicos y poliméricos,"Compañías industriales, de construcción y mineras confían en nosotros",Aplicación multisectorial declarada,compañías ... mineras,Minería,DERIVADO: aplicación en minería,1,Prestigio y confiabilidad,"Cita literal p.1 incluye 'Compañías industriales, de construcción y mineras confían en nosotros'.",OK,Célula inferida únicamente por mención sectorial explícita a mineras; no implica exclusividad del servicio.,MAPA_2A1_ORIGINAL,CORRECTO_CON_MATIZ,APTO_CON_MATIZ,ACEPTADA_CON_MATIZ,Ingeniería en confiabilidad de materiales metálicos y poliméricos,Aplicación multisectorial declarada,Minería,"La fuente afirma que compañías industriales, de construcción y mineras confían en IDIEM.","Mantener Minería, Industria y Construcción como sectores mencionados, pero no interpretar la frase como evidencia de clientes específicos ni de exclusividad sectorial.","La mención sectorial es explícita, pero 'confían en nosotros' es un claim institucional sin identificación de clientes.",SI,,PENDIENTE_2A2,NO,,SI,INFRA OPERACIÓN MINERA,ASIGNADA_2A2,INTEGRIDAD_INGENIERIA_CONTINUIDAD_MINERIA,"Servicio de integridad, monitoreo, ingeniería, diagnóstico, confiabilidad, continuidad o soporte técnico de activos/operación minera.",SIN_CAMBIO,NO,2026-08-17
R0261,DOC-25,Original ficha técnica Ingeniería en Confiabilidad de materiales metálicos y polímeros.pdf,REQUIERE REVISIÓN,COMPLEMENTARIA,Contamos con,Respaldo multidisciplinario,"Profesionales especializados en metalurgia, mecánica, química y estructuras; Acceso a todas las especialidades del IDIEM y la Universidad de Chile",Equipo multidisciplinario y acceso a especialidades,diversos sectores productivos,Sectores productivos,DERIVADO: respaldo multidisciplinario,2,Contamos con,"Viñetas literales p.2 sobre especialidades profesionales, estudios en todo Chile y acceso a especialidades IDIEM/Universidad de Chile.",REQUIERE REVISIÓN,"Información de respaldo, no servicio independiente.",MAPA_2A1_ORIGINAL,CORRECCION_NECESARIA,NO_USAR_NORMALIZACION_ACTUAL,REEMPLAZAR_SEGUN_AUDITORIA,,,,"La fuente enumera profesionales especializados en metalurgia, mecánica, química y estructuras; estudios en todo Chile y diversos sectores productivos; y acceso a especialidades de IDIEM y la Universidad de Chile.","Separar al menos tres atributos/capacidades: equipo multidisciplinario, cobertura nacional/multisectorial y acceso a especialidades. Usar el servicio de ingeniería en confiabilidad como servicio padre.",La fila fusiona varias viñetas distintas bajo el encabezado 'Contamos con' y asigna una sola aplicación genérica.,NO,,PENDIENTE_2A2,NO,,SI,,SIN_CELULA_PRIORIZADA,FUERA_ALCANCE_O_SIN_APLICACION_SECTORIAL,"Relación válida, pero sin aplicación explícita suficiente a una de las cinco células priorizadas o correspondiente a un ámbito transversal/no priorizado.",FUERA_DE_CELULAS_PRIORIZADAS,NO,2026-08-17
R0262,DOC-16,Ficha 15 Division DTC trazado (1) (1).pdf,INFRA PÚBLICA RESILIENTE,PRINCIPAL,Servicios de Tecnología de la Construcción de IDIEM,Servicios de Tecnología de la Construcción,Brindamos asesorías expertas y acompañamos los procesos de innovación al sector de la edificación pública,Asesoría e innovación para edificación pública,sector de la edificación pública,Edificación pública,DERIVADO: innovación en infraestructura pública,1,Portada / propuesta,Texto visible p.1: 'BRINDAMOS ASESORÍAS EXPERTAS Y ACOMPAÑAMOS LOS PROCESOS DE INNOVACIÓN AL SECTOR DE LA EDIFICACIÓN PÚBLICA'.,OK,Célula inferida por el rótulo explícito de p.1 “sector de la edificación pública”. Archivo idéntico a DOC-31; conservar ambos por trazabilidad hasta definir fuente canónica.,MAPA_2A1_ORIGINAL,CORRECTO_Y_VERIFICABLE,APTO_FACTUAL,ACEPTADA,Servicios de Tecnología de la Construcción,Asesoría e innovación para edificación pública,Edificación pública,La fuente declara Servicios de Tecnología de la Construcción de IDIEM y acompañamiento de procesos de innovación al sector de la edificación pública.,Mantener la relación factual. Dejar la célula para 2A.2.,Servicio y sector están explícitos.,NO,,PENDIENTE_2A2,SI,G_DTC_16_31,SI,INFRA PÚBLICA RESILIENTE,ASIGNADA_2A2,PROYECTO_INFRAESTRUCTURA_PUBLICA,Aplicación/proyecto público o infraestructura pública no perteneciente a Salud ni Metro/EFE.,SIN_CAMBIO,NO,2026-08-17
R0263,DOC-16,Ficha 15 Division DTC trazado (1) (1).pdf,INFRA PÚBLICA RESILIENTE,PRINCIPAL,Sustentabilidad y Arquitectura,Sustentabilidad y Arquitectura,"Desarrollamos soluciones sostenibles que integran la innovación y el análisis en infraestructura, ciudades y edificaciones para promover el desarrollo responsable y la eficiencia energética",Soluciones de sustentabilidad y arquitectura,"infraestructura, ciudades y edificaciones",Infraestructura y edificación pública,DERIVADO: sostenibilidad y eficiencia energética,1,Sustentabilidad y Arquitectura,Texto visible p.1 del bloque 'Sustentabilidad y Arquitectura'.,OK,Célula inferida por el rótulo explícito de p.1 “sector de la edificación pública”. Archivo idéntico a DOC-31; conservar ambos por trazabilidad hasta definir fuente canónica.,MAPA_2A1_ORIGINAL,CORRECTO_CON_MATIZ,APTO_CON_MATIZ,ACEPTADA_CON_MATIZ,Sustentabilidad y Arquitectura,Soluciones de sustentabilidad y arquitectura,Infraestructura y edificación pública,"Sustentabilidad y Arquitectura declara soluciones sostenibles en infraestructura, ciudades y edificaciones; el documento global se orienta a edificación pública.","Mantener la capacidad y conservar como aplicación directa 'infraestructura, ciudades y edificaciones'. Tratar 'edificación pública' como contexto general del documento.",La normalización actual estrecha el alcance explícito del bloque.,NO,,PENDIENTE_2A2,NO,G_DTC_16_31,SI,INFRA PÚBLICA RESILIENTE,ASIGNADA_2A2,PROYECTO_INFRAESTRUCTURA_PUBLICA,Aplicación/proyecto público o infraestructura pública no perteneciente a Salud ni Metro/EFE.,SIN_CAMBIO,NO,2026-08-17
R0264,DOC-16,Ficha 15 Division DTC trazado (1) (1).pdf,INFRA PÚBLICA RESILIENTE,PRINCIPAL,Sustentabilidad y Arquitectura,Sustentabilidad y Arquitectura,Ejecutamos planes y estudios de cambio climático enfocados en infraestructura territorial y comunal,Planes y estudios de cambio climático,infraestructura territorial y comunal,Infraestructura territorial/comunal,DERIVADO: resiliencia climática,2,Sustentabilidad y Arquitectura,Texto visible p.2: 'Ejecutamos planes y estudios de cambio climático enfocados en infraestructura territorial y comunal'.,OK,Célula inferida por el rótulo explícito de p.1 “sector de la edificación pública”. Archivo idéntico a DOC-31; conservar ambos por trazabilidad hasta definir fuente canónica.,MAPA_2A1_ORIGINAL,CORRECTO_Y_VERIFICABLE,APTO_FACTUAL,ACEPTADA,Sustentabilidad y Arquitectura,Planes y estudios de cambio climático,Infraestructura territorial/comunal,La fuente declara planes y estudios de cambio climático enfocados en infraestructura territorial y comunal.,Mantener la relación.,Capacidad y aplicación están explícitas.,NO,,PENDIENTE_2A2,SI,G_DTC_16_31,SI,INFRA PÚBLICA RESILIENTE,ASIGNADA_2A2,PROYECTO_INFRAESTRUCTURA_PUBLICA,Aplicación/proyecto público o infraestructura pública no perteneciente a Salud ni Metro/EFE.,SIN_CAMBIO,NO,2026-08-17
R0265,DOC-16,Ficha 15 Division DTC trazado (1) (1).pdf,INFRA PÚBLICA RESILIENTE,PRINCIPAL,Sustentabilidad y Arquitectura,Sustentabilidad y Arquitectura,"Realizamos cálculos de huella de carbono, huella hídrica, análisis energéticos, ciclo de vida de materiales, estudios de reciclaje y economía circular",Evaluación ambiental y circularidad,materiales / proyectos,Proyectos de construcción,DERIVADO: huellas y economía circular,2,Sustentabilidad y Arquitectura,"Texto visible p.2 enumera huella de carbono, huella hídrica, análisis energéticos, ciclo de vida de materiales, reciclaje y economía circular.",OK,Célula inferida por el rótulo explícito de p.1 “sector de la edificación pública”. Archivo idéntico a DOC-31; conservar ambos por trazabilidad hasta definir fuente canónica.,MAPA_2A1_ORIGINAL,CORRECCION_NECESARIA,NO_USAR_NORMALIZACION_ACTUAL,REEMPLAZAR_SEGUN_AUDITORIA,,,,"La fuente declara cálculos de huella de carbono e hídrica, análisis energéticos, ciclo de vida de materiales, reciclaje y economía circular.",Mantener las capacidades bajo Sustentabilidad y Arquitectura. No asignar 'Proyectos de construcción' como aplicación específica a todo el bloque.,La aplicación normalizada no está vinculada explícitamente a todas las capacidades enumeradas.,NO,,PENDIENTE_2A2,NO,G_DTC_16_31,SI,,SIN_CELULA_PRIORIZADA,FUERA_ALCANCE_O_SIN_APLICACION_SECTORIAL,"Relación válida, pero sin aplicación explícita suficiente a una de las cinco células priorizadas o correspondiente a un ámbito transversal/no priorizado.",FUERA_DE_CELULAS_PRIORIZADAS,NO,2026-08-17
R0266,DOC-16,Ficha 15 Division DTC trazado (1) (1).pdf,INFRA PÚBLICA RESILIENTE,PRINCIPAL,Sustentabilidad y Arquitectura,Sustentabilidad y Arquitectura,"Brindamos asesorías a proyectos, revisión de normativas en diseño, estudios de cabida y factibilidad técnica de proyectos; estudios y análisis de Riesgo y Vulnerabilidad energética","Asesoría, factibilidad y riesgo/vulnerabilidad energética","nivel territorial, urbano y edificatorio",Proyectos/territorio/edificación,DERIVADO: factibilidad y vulnerabilidad energética,2,Sustentabilidad y Arquitectura,"Texto visible p.2 sobre asesorías a proyectos, normativa en diseño, cabida/factibilidad y Riesgo y Vulnerabilidad energética.",OK,Célula inferida por el rótulo explícito de p.1 “sector de la edificación pública”. Archivo idéntico a DOC-31; conservar ambos por trazabilidad hasta definir fuente canónica.,MAPA_2A1_ORIGINAL,CORRECCION_NECESARIA,NO_USAR_NORMALIZACION_ACTUAL,REEMPLAZAR_SEGUN_AUDITORIA,,,,"La fuente agrupa asesorías a proyectos, revisión normativa en diseño, cabida/factibilidad técnica y estudios de riesgo/vulnerabilidad energética a nivel territorial, urbano y edificatorio.","Separar al menos la asesoría/factibilidad de los estudios de riesgo y vulnerabilidad energética. Aplicar 'territorial, urbano y edificatorio' específicamente a estos últimos.",Una sola fila fusiona prestaciones distintas y extiende una escala de aplicación a todo el bloque.,NO,,PENDIENTE_2A2,NO,G_DTC_16_31,SI,,SIN_CELULA_PRIORIZADA,FUERA_ALCANCE_O_SIN_APLICACION_SECTORIAL,"Relación válida, pero sin aplicación explícita suficiente a una de las cinco células priorizadas o correspondiente a un ámbito transversal/no priorizado.",FUERA_DE_CELULAS_PRIORIZADAS,NO,2026-08-17
R0267,DOC-16,Ficha 15 Division DTC trazado (1) (1).pdf,INFRA PÚBLICA RESILIENTE,PRINCIPAL,Ingeniería contra Incendios,Ingeniería contra Incendios,"Ofrecemos asesoría y estudios avanzados para la prevención y protección contra incendios, mejorando la seguridad en infraestructuras mediante análisis, simulaciones y ensayos específicos",Asesoría y estudios de ingeniería contra incendios,infraestructuras,Infraestructura pública/edificación,DERIVADO: protección contra incendios,1,Ingeniería contra Incendios,Texto visible p.1 del bloque 'Ingeniería contra Incendios'.,OK,Célula inferida por el rótulo explícito de p.1 “sector de la edificación pública”. Archivo idéntico a DOC-31; conservar ambos por trazabilidad hasta definir fuente canónica.,MAPA_2A1_ORIGINAL,CORRECTO_CON_MATIZ,APTO_CON_MATIZ,ACEPTADA_CON_MATIZ,Ingeniería contra Incendios,Asesoría y estudios de ingeniería contra incendios,Infraestructura pública/edificación,"La fuente declara asesoría y estudios avanzados para prevención y protección contra incendios mediante análisis, simulaciones y ensayos específicos en infraestructuras.",Mantener la relación. Usar 'infraestructuras' como aplicación directa y 'edificación pública' solo como contexto general.,"La capacidad es explícita, pero la aplicación normalizada añade una especificidad pública no contenida en la frase.",NO,,PENDIENTE_2A2,NO,G_DTC_16_31,SI,INFRA PÚBLICA RESILIENTE,ASIGNADA_2A2,PROYECTO_INFRAESTRUCTURA_PUBLICA,Aplicación/proyecto público o infraestructura pública no perteneciente a Salud ni Metro/EFE.,SIN_CAMBIO,NO,2026-08-17
R0268,DOC-16,Ficha 15 Division DTC trazado (1) (1).pdf,INFRA PÚBLICA RESILIENTE,PRINCIPAL,Ingeniería contra Incendios,Ingeniería contra Incendios,Realizamos estudios de vías de evacuación y análisis de carga combustible y resistencia al fuego; ensayos de laboratorio para verificar cumplimiento de normas de seguridad contra incendios,"Evaluación de evacuación, carga combustible y resistencia al fuego",edificaciones / sistemas constructivos,Edificación,DERIVADO: seguridad contra incendios,2,Ingeniería contra Incendios,"Texto visible p.2 sobre vías de evacuación, carga combustible, resistencia al fuego y ensayos de laboratorio.",OK,Célula inferida por el rótulo explícito de p.1 “sector de la edificación pública”. Archivo idéntico a DOC-31; conservar ambos por trazabilidad hasta definir fuente canónica.,MAPA_2A1_ORIGINAL,CORRECTO_CON_MATIZ,APTO_CON_MATIZ,ACEPTADA_CON_MATIZ,Ingeniería contra Incendios,"Evaluación de evacuación, carga combustible y resistencia al fuego",Edificación,"La fuente declara estudios de vías de evacuación, carga combustible y resistencia al fuego, además de ensayos de laboratorio para verificar cumplimiento de normas de seguridad contra incendios.",Mantener las capacidades. No ampliar a 'sistemas constructivos' salvo que otra fuente lo respalde; conservar edificación/construcción como contexto general.,"La prestación está respaldada, pero parte de la aplicación normalizada no aparece de forma literal.",NO,,PENDIENTE_2A2,NO,G_DTC_16_31,SI,,SIN_CELULA_PRIORIZADA,FUERA_ALCANCE_O_SIN_APLICACION_SECTORIAL,"Relación válida, pero sin aplicación explícita suficiente a una de las cinco células priorizadas o correspondiente a un ámbito transversal/no priorizado.",FUERA_DE_CELULAS_PRIORIZADAS,NO,2026-08-17
