knowledge_id,cell,service,capability,application,generation_policy,usage_instruction,taxonomy_statuses,notes,source_relation_ids,document_ids,retrieval_key
KB-LMD-006,LAB MINERO DIGITAL,Laboratorio de rocas,Triaxial Gigante / equipo para grandes partículas,,USE_TECHNICAL_CORE_BLOCK_CLAIMS,"Puede usarse el núcleo técnico; rankings, exclusividades, superlativos u otros claims asociados quedan bloqueados.",VALIDO_CON_CLAIMS_BLOQUEADOS,Claims de exclusividad/ranking mundial quedan bloqueados; se conserva la existencia del equipo.,R0167,DOC-21,LAB MINERO DIGITAL > Laboratorio de rocas > Triaxial Gigante / equipo para grandes partículas
KB-LMD-007,LAB MINERO DIGITAL,Laboratorio de geotecnia,Triaxial Gigante: ensayo de suelos con partículas de gran tamaño,Gran minería,USE_AUDITED_CORRECTION,Usar únicamente la versión corregida/normalizada por la auditoría 2A.1B; no reutilizar la normalización anterior.,NORMALIZADO_SEGUN_AUDITORIA,Asignación a LAB MINERO DIGITAL por decisión explícita del usuario: Triaxial Gigante se considera siempre asociado a proyectos mineros. | La existencia del laboratorio se conserva; “primer y mayor” queda fuera de la capacidad técnica. | “Desarrollado con ingeniería propia” se conserva como atributo; ranking mundial pendiente de validación.,R0212,DOC-30,LAB MINERO DIGITAL > Laboratorio de geotecnia > Triaxial Gigante: ensayo de suelos con partículas de gran tamaño > Gran minería
KB-LMD-008,LAB MINERO DIGITAL,Laboratorio de geotecnia,Triaxial Gigante: ensayo de suelos con partículas de gran tamaño,Presas de tierra,USE_AUDITED_CORRECTION,Usar únicamente la versión corregida/normalizada por la auditoría 2A.1B; no reutilizar la normalización anterior.,NORMALIZADO_SEGUN_AUDITORIA,Asignación a LAB MINERO DIGITAL por decisión explícita del usuario: Triaxial Gigante se considera siempre asociado a proyectos mineros. | La existencia del laboratorio se conserva; “primer y mayor” queda fuera de la capacidad técnica. | “Desarrollado con ingeniería propia” se conserva como atributo; ranking mundial pendiente de validación.,R0213,DOC-30,LAB MINERO DIGITAL > Laboratorio de geotecnia > Triaxial Gigante: ensayo de suelos con partículas de gran tamaño > Presas de tierra
KB-LMD-009,LAB MINERO DIGITAL,Laboratorio de geotecnia,Triaxial Gigante,,USE_TECHNICAL_CORE_BLOCK_CLAIMS,"Puede usarse el núcleo técnico; rankings, exclusividades, superlativos u otros claims asociados quedan bloqueados.",VALIDO_CON_CLAIMS_BLOQUEADOS,Asignación a LAB MINERO DIGITAL por decisión explícita del usuario: Triaxial Gigante se considera siempre asociado a proyectos mineros. | La existencia del laboratorio se conserva; “primer y mayor” queda fuera de la capacidad técnica. | “Desarrollado con ingeniería propia” se conserva como atributo; ranking mundial pendiente de validación.,R0214,DOC-30,LAB MINERO DIGITAL > Laboratorio de geotecnia > Triaxial Gigante
KB-LMD-010,LAB MINERO DIGITAL,Control de calidad de uniones HDPE,Control de uniones soldadas HDPE,Procesos mineros,USE_FACTUAL,"Puede usarse como conocimiento técnico factual, respetando literalmente el alcance respaldado por la evidencia.",VALIDADO_2A1B,,R0171 | R0188,DOC-22 | DOC-23,LAB MINERO DIGITAL > Control de calidad de uniones HDPE > Control de uniones soldadas HDPE > Procesos mineros
KB-LMD-011,LAB MINERO DIGITAL,Control de calidad de uniones HDPE,Ensayos no destructivos en HDPE,Uniones soldadas HDPE,USE_FACTUAL,"Puede usarse como conocimiento técnico factual, respetando literalmente el alcance respaldado por la evidencia.",VALIDADO_2A1B,,R0172,DOC-23,LAB MINERO DIGITAL > Control de calidad de uniones HDPE > Ensayos no destructivos en HDPE > Uniones soldadas HDPE
KB-LMD-012,LAB MINERO DIGITAL,Control de calidad de uniones HDPE,Ensayos mecánicos en HDPE,Uniones soldadas HDPE,USE_FACTUAL,"Puede usarse como conocimiento técnico factual, respetando literalmente el alcance respaldado por la evidencia.",VALIDADO_2A1B,,R0173,DOC-23,LAB MINERO DIGITAL > Control de calidad de uniones HDPE > Ensayos mecánicos en HDPE > Uniones soldadas HDPE
KB-LMD-013,LAB MINERO DIGITAL,Control de calidad de uniones HDPE,Cobertura de fabricación a montaje,Líneas de conducción HDPE,USE_FACTUAL,"Puede usarse como conocimiento técnico factual, respetando literalmente el alcance respaldado por la evidencia.",VALIDADO_2A1B,,R0174,DOC-23,LAB MINERO DIGITAL > Control de calidad de uniones HDPE > Cobertura de fabricación a montaje > Líneas de conducción HDPE
KB-LMD-014,LAB MINERO DIGITAL,Control de calidad de uniones HDPE,Documentación técnica de fabricación,,USE_FACTUAL,"Puede usarse como conocimiento técnico factual, respetando literalmente el alcance respaldado por la evidencia.",VALIDADO_2A1B,,R0175,DOC-23,LAB MINERO DIGITAL > Control de calidad de uniones HDPE > Documentación técnica de fabricación
KB-LMD-015,LAB MINERO DIGITAL,Control de calidad de uniones HDPE,Ensayos no destructivos y ensayos mecánicos de HDPE,Uniones soldadas de HDPE,USE_AUDITED_CORRECTION,Usar únicamente la versión corregida/normalizada por la auditoría 2A.1B; no reutilizar la normalización anterior.,NORMALIZADO_SEGUN_AUDITORIA,,R0189,DOC-22,LAB MINERO DIGITAL > Control de calidad de uniones HDPE > Ensayos no destructivos y ensayos mecánicos de HDPE > Uniones soldadas de HDPE
KB-LMD-016,LAB MINERO DIGITAL,Inspección no destructiva de soldaduras,Ensayos no destructivos en soldadura,Minería y maestranzas,USE_FACTUAL,"Puede usarse como conocimiento técnico factual, respetando literalmente el alcance respaldado por la evidencia.",VALIDADO_2A1B,“Principales proyectos mineros” se mantiene fuera como claim promocional.,R0180,DOC-24,LAB MINERO DIGITAL > Inspección no destructiva de soldaduras > Ensayos no destructivos en soldadura > Minería y maestranzas
KB-LMD-017,LAB MINERO DIGITAL,Inspección no destructiva de soldaduras,Inspección de soldaduras metálicas con técnicas no destructivas,Minería y maestranzas,USE_AUDITED_CORRECTION,Usar únicamente la versión corregida/normalizada por la auditoría 2A.1B; no reutilizar la normalización anterior.,NORMALIZADO_SEGUN_AUDITORIA,“Principales proyectos mineros” se mantiene fuera como claim promocional.,R0181,DOC-24,LAB MINERO DIGITAL > Inspección no destructiva de soldaduras > Inspección de soldaduras metálicas con técnicas no destructivas > Minería y maestranzas
KB-LMD-018,LAB MINERO DIGITAL,Inspección no destructiva de soldaduras,Inspección visual y superficial,Estructuras y componentes mecánicos,USE_FACTUAL,"Puede usarse como conocimiento técnico factual, respetando literalmente el alcance respaldado por la evidencia.",VALIDADO_2A1B,“Principales proyectos mineros” se mantiene fuera como claim promocional.,R0182,DOC-24,LAB MINERO DIGITAL > Inspección no destructiva de soldaduras > Inspección visual y superficial > Estructuras y componentes mecánicos
KB-LMD-019,LAB MINERO DIGITAL,Inspección no destructiva de soldaduras,Detección de defectos internos,Soldaduras metálicas,USE_FACTUAL,"Puede usarse como conocimiento técnico factual, respetando literalmente el alcance respaldado por la evidencia.",VALIDADO_2A1B,“Principales proyectos mineros” se mantiene fuera como claim promocional.,R0183,DOC-24,LAB MINERO DIGITAL > Inspección no destructiva de soldaduras > Detección de defectos internos > Soldaduras metálicas
KB-LMD-020,LAB MINERO DIGITAL,Inspección no destructiva de soldaduras,Calificación de procedimientos y soldadores,Procedimientos y soldadores,USE_FACTUAL,"Puede usarse como conocimiento técnico factual, respetando literalmente el alcance respaldado por la evidencia.",VALIDADO_2A1B,“Principales proyectos mineros” se mantiene fuera como claim promocional.,R0184,DOC-24,LAB MINERO DIGITAL > Inspección no destructiva de soldaduras > Calificación de procedimientos y soldadores > Procedimientos y soldadores
KB-LMD-021,LAB MINERO DIGITAL,Laboratorio de geotecnia,,,USE_TECHNICAL_CORE_BLOCK_CLAIMS,"Puede usarse el núcleo técnico; rankings, exclusividades, superlativos u otros claims asociados quedan bloqueados.",VALIDO_CON_CLAIMS_BLOQUEADOS,Se conserva la existencia del Laboratorio de geotecnia; los superlativos “primer y mayor” quedan pendientes de validación externa.,R0168,DOC-21,LAB MINERO DIGITAL > Laboratorio de geotecnia
